Date,Time,Open,High,Low,Close,Volume
2018.02.07,23:45,8183.5,8319.1,8339,8174,1119.90025944
2018.02.08,00:00,8319.9,8309.8,8340,8237.8,772.80794754
2018.02.08,00:15,8311.7,8345.2,8375,8264.8,541.4252926
2018.02.08,00:30,8345.74036238,8271,8370,8251.5,740.31318755
2018.02.08,00:45,8271,8229.3,8276.9,8191,933.15930822
2018.02.08,01:00,8229.4,8233.8,8309,8220,491.41425149
2018.02.08,01:15,8233.7,8200,8233.8,8153.3,722.81206474
2018.02.08,01:30,8200,8242,8261,8180,604.83095345
2018.02.08,01:45,8242,8348.6555237,8375,8220,943.9198827
2018.02.08,02:00,8349.2,8457.8,8500,8322.1,1561.57353548
2018.02.08,02:15,8456.3,8525.8,8580,8400.2,1779.22042217
2018.02.08,02:30,8525.5,8500,8582.5,8451,1026.86073805
2018.02.08,02:45,8500,8573.9,8619.4,8469.5,970.31486587
2018.02.08,03:00,8574,8529.2,8574,8450,734.0454149
2018.02.08,03:15,8527.9,8470,8550,8460,860.26589681
2018.02.08,03:30,8472,8551.2,8591,8460,736.12670032
2018.02.08,03:45,8554.8,8469.6,8557,8463,746.64170482
2018.02.08,04:00,8469.5,8416,8488.8,8410,1281.11303664
2018.02.08,04:15,8416,8460.3,8487,8350,2045.79538411
2018.02.08,04:30,8460.3,8563.9,8623,8438.01796552,869.08134007
2018.02.08,04:45,8557.1,8612.9,8648.9,8550,608.49052176
2018.02.08,05:00,8611.2,8543.87992319,8612.8,8511.2,478.84223699
2018.02.08,05:15,8530.9,8538.3,8570,8479,507.85817089
2018.02.08,05:30,8538.2,8481.9,8590.7,8480.7,327.5494833
2018.02.08,05:45,8481.9,8442.1,8525,8435,612.6689841
2018.02.08,06:00,8447.1,8450.1,8481,8375,1589.37848621
2018.02.08,06:15,8448.79445934,8385,8477.2,8380,537.24553129
2018.02.08,06:30,8381.2,8478,8512.9,8350,1708.31463816
2018.02.08,06:45,8478.5,8419.6,8511.3,8419.6,428.74542139
2018.02.08,07:00,8418.1,8414.6,8450,8376,531.34911897
2018.02.08,07:15,8412.8,8375,8488,8375,1468.21837782
2018.02.08,07:30,8375.1,8300.6,8376,8252.5,1693.03931843
2018.02.08,07:45,8306,8232,8313.9,8210,567.78869911
2018.02.08,08:00,8236.8,8240.1,8325,8233,323.08833686
2018.02.08,08:15,8240.1,8184.1,8245,8166,1636.59732118
2018.02.08,08:30,8184.1,8266,8289,8181,463.51546273
2018.02.08,08:45,8267.8,8301.1,8329.2,8257.2,368.07663726
2018.02.08,09:00,8301.9,8262.9,8302.9,8210,591.84639988
2018.02.08,09:15,8263.5,8180,8281.7,8180,533.05365932
2018.02.08,09:30,8180.1,8227.57770544,8228.4,8180,1020.19430605
2018.02.08,09:45,8227.57770544,8201,8316.8,8180,654.58751141
2018.02.08,10:00,8202.1,8109.5,8235,8062,1685.8855879
2018.02.08,10:15,8110.7,8150,8165.9,8105,844.27449331
2018.02.08,10:30,8150,8187,8213.6,8130,541.72793571
2018.02.08,10:45,8187,8227.2,8292,8186.8,416.14074937
2018.02.08,11:00,8230.7,8272.2,8272.8,8206,223.21626028
2018.02.08,11:15,8272.7,8303.6,8387.2,8272.7,1051.09176952
2018.02.08,11:30,8303.6,8410,8415,8300,677.9103167
2018.02.08,11:45,8410,8422.4,8490,8410,1298.81273019
2018.02.08,12:00,8422.8,8427.9,8437,8339,614.16974595
2018.02.08,12:15,8426.4,8403.1,8427,8361.9,232.41627444
2018.02.08,12:30,8406.2,8350,8443.0239928,8350,261.22149259
2018.02.08,12:45,8350.1,8330,8350.1,8276.6,596.6815446
2018.02.08,13:00,8330,8321.9,8408.1,8300,687.73625866
2018.02.08,13:15,8322,8219,8322,8180,1827.81312593
2018.02.08,13:30,8218.7,8229.2,8259.9,8180,645.50234513
2018.02.08,13:45,8224.2,8180.8,8285,8180,623.56812271
2018.02.08,14:00,8180.9,8232.9,8240,8180,620.8230784
2018.02.08,14:15,8235,8209.7,8235,8160,811.3526423
2018.02.08,14:30,8209.6,8300,8407,8209,1393.60450378
2018.02.08,14:45,8299.9,8256,8300,8217.1,659.42013311
2018.02.08,15:00,8255.9,8206.4,8256,8169.7,670.46279118
2018.02.08,15:15,8206.5,8279.88681481,8329.7,8160,581.8007775
2018.02.08,15:30,8276.69780854,8202.2,8321.9,8194,454.79280689
2018.02.08,15:45,8202.2,8239.7,8270,8202.1,430.23203477
2018.02.08,16:00,8239.8,8141.2,8239.8,8140,1701.70021451
2018.02.08,16:15,8141.5,8075,8148,8075,703.5798818
2018.02.08,16:30,8075,7960.1,8108.59511082,7960,1945.87384732
2018.02.08,16:45,7960.02946797,7948.3,7987.8,7876,1524.99385957
2018.02.08,17:00,7946,7930.1,7946.1,7825.1,947.488168
2018.02.08,17:15,7930,7868.8,7983.8,7866.3,853.78392759
2018.02.08,17:30,7867.2,7980.1,8035.9,7860,999.7910881
2018.02.08,17:45,7981.5,8007.9,8038.9,7936,397.86070138
2018.02.08,18:00,8007.9,7995.9,8048.6,7951.5,524.2094353
2018.02.08,18:15,7995,7939.6,7996,7930,595.92074502
2018.02.08,18:30,7939.8,8023.03775482,8024,7939.7,324.17877458
2018.02.08,18:45,8008.1,8140.6,8143.6,8000.2,926.21665377
